Basic_Density	Proline_Density	Net_Charge_Density	Rare_Codon_Density	Hydrophobicity	Poly_Basic	Poly_Pro	Poly_Gly	DiPeptide_Slow	Group
0.09900990099009901	0.039603960396039604	-0.039603960396039604	0.0	-0.11386138613861388	0	0	0	0	UFM1_independent
0.10273972602739725	0.03424657534246575	0.06164383561643835	0.017123287671232876	0.5181506849315064	0	0	0	1	UFM1_independent
0.10115606936416185	0.023121387283236993	0.057803468208092484	0.002890173410404624	0.06763005780346808	0	0	0	0	UFM1_independent
0.10848400556328233	0.04172461752433936	0.06258692628650904	0.005563282336578581	0.14603616133518763	0	0	0	1	UFM1_independent
0.12598425196850394	0.05511811023622047	0.09448818897637795	0.015748031496062992	0.08110236220472442	0	0	0	0	UFM1_independent
0.14814814814814814	0.18518518518518517	0.14814814814814814	0.14814814814814814	0.037037037037037174	0	0	0	1	UFM1_independent
0.11267605633802817	0.14084507042253522	0.056338028169014086	0.007042253521126761	-0.42535211267605655	1	0	0	1	UFM1_independent
0.11235955056179775	0.056179775280898875	0.07865168539325842	0.0	0.6168539325842695	0	0	0	0	UFM1_independent
0.1271186440677966	0.059322033898305086	0.05508474576271186	0.01694915254237288	-0.46016949152542425	1	0	1	1	UFM1_independent
0.13087818696883852	0.05042492917847025	0.06515580736543909	0.0050991501416430595	-0.1912747875354094	1	0	0	1	UFM1_independent
0.09714285714285714	0.08857142857142856	0.02857142857142857	0.022857142857142857	-0.36714285714285716	0	0	0	1	UFM1_independent
0.1	0.10909090909090909	0.01818181818181818	0.00909090909090909	-0.4145454545454548	0	0	0	1	UFM1_independent
0.14285714285714285	0.11904761904761904	0.11904761904761904	0.047619047619047616	-0.08333333333333345	0	0	0	1	UFM1_independent
0.12179487179487179	0.09294871794871795	0.0673076923076923	0.04807692307692308	-0.13365384615384635	0	0	0	1	UFM1_independent
0.10319410319410319	0.03194103194103194	0.054873054873054876	0.004095004095004095	0.3739557739557758	0	0	0	1	UFM1_independent
0.09811320754716982	0.05471698113207547	0.03773584905660377	0.024528301886792454	0.24396226415094321	0	0	0	1	UFM1_independent
0.1048252911813644	0.036605657237936774	0.06156405990016639	0.011647254575707155	0.13011647254575703	1	0	0	1	UFM1_independent
0.09795918367346938	0.02857142857142857	0.061224489795918366	0.004081632653061225	0.14163265306122452	0	0	0	1	UFM1_independent
0.0603448275862069	0.13793103448275862	0.0	0.017241379310344827	0.2793103448275862	0	0	0	1	UFM1_independent
0.1033434650455927	0.05015197568389058	0.04559270516717325	0.015197568389057751	0.17431610942249218	0	0	0	1	UFM1_independent
0.11118930330752991	0.04011259676284307	0.04926108374384237	0.00422237860661506	0.17846586910626386	1	0	0	1	UFM1_independent
0.11130899376669635	0.04630454140694568	0.052983081032947466	0.008459483526268923	0.05676758682101566	1	1	1	1	UFM1_independent
0.13829787234042554	0.09574468085106383	0.06382978723404255	0.02127659574468085	-0.5106382978723403	1	0	1	1	UFM1_independent
